MOUSE ID,MOUSE SEX,MOUSE WEIGHT,REPLICATE #,INFESTATION DATE,TICK TREATMENT,TOTAL TICKS ADDED,TICK SPECIES,TICK #,TICK DROP-OFF DATE,TICK DEAD,DAYS FEEDING (UNTIL DROP-OFF),TICK WEIGHT,NOTES
BK100,F,14.5,11,4/11/25,GCT,10,GCT,10,4/18/25,,7,20.18,
BK98,F,15.3,11,4/11/25,BLTxADT,10,BLT,1,4/14/25,,3,2.56,
BK98,F,15.3,11,4/11/25,BLTxADT,10,BLT,2,4/14/25,,3,2.06,
BK98,F,15.3,11,4/11/25,BLTxADT,10,BLT,3,4/16/25,,5,1.69,
BK98,F,15.3,11,4/11/25,BLTxADT,10,BLT,4,4/16/25,,5,4.35,
BK98,F,15.3,11,4/11/25,BLTxADT,10,BLT,5,,1,,,TICK FOUND DEAD IN CAPSULE
BK98,F,15.3,11,4/11/25,BLTxADT,10,ADT,1,4/16/25,,5,12.23,
BK98,F,15.3,11,4/11/25,BLTxADT,10,ADT,2,4/16/25,,5,15.74,
BK98,F,15.3,11,4/11/25,BLTxADT,10,ADT,3,4/16/25,,5,22.49,
BK98,F,15.3,11,4/11/25,BLTxADT,10,ADT,4,4/16/25,,5,15.37,
BK98,F,15.3,11,4/11/25,BLTxADT,10,ADT,5,,1,,,TICK FOUND DEAD IN CAPSULE
BK99,F,16.1,11,4/11/25,BLTxGCT,10,BLT,1,4/15/25,,4,4.88,
BK99,F,16.1,11,4/11/25,BLTxGCT,10,BLT,2,4/15/25,,4,2.57,
BK99,F,16.1,11,4/11/25,BLTxGCT,10,BLT,3,4/15/25,,4,3.88,
BK99,F,16.1,11,4/11/25,BLTxGCT,10,BLT,4,4/15/25,,4,3.8,
BK99,F,16.1,11,4/11/25,BLTxGCT,10,BLT,5,,1,,,TICK FOUND DEAD IN CAPSULE
BK99,F,16.1,11,4/11/25,BLTxGCT,10,GCT,1,4/17/25,,6,25.27,
BK99,F,16.1,11,4/11/25,BLTxGCT,10,GCT,2,4/17/25,,6,25.13,
BK99,F,16.1,11,4/11/25,BLTxGCT,10,GCT,3,4/17/25,,6,15.97,
BK99,F,16.1,11,4/11/25,BLTxGCT,10,GCT,4,4/18/25,,7,25.09,
BK99,F,16.1,11,4/11/25,BLTxGCT,10,GCT,5,,1,,,TICK FOUND DEAD IN CAPSULE
DB361,F,20.2,11,4/11/25,ADTxGCT,10,ADT,1,4/15/25,,4,16.18,
DB361,F,20.2,11,4/11/25,ADTxGCT,10,ADT,2,4/15/25,,4,10.44,
DB361,F,20.2,11,4/11/25,ADTxGCT,10,ADT,3,4/15/25,,4,15.39,
DB361,F,20.2,11,4/11/25,ADTxGCT,10,ADT,4,4/16/25,,5,20.89,
DB361,F,20.2,11,4/11/25,ADTxGCT,10,ADT,5,4/16/25,,5,15.44,
DB361,F,20.2,11,4/11/25,ADTxGCT,10,GCT,1,4/17/25,,6,19.42,
DB361,F,20.2,11,4/11/25,ADTxGCT,10,GCT,2,4/17/25,,6,16.81,
DB361,F,20.2,11,4/11/25,ADTxGCT,10,GCT,3,4/17/25,,6,18.94,
DB361,F,20.2,11,4/11/25,ADTxGCT,10,GCT,4,4/17/25,,6,20.12,
DB361,F,20.2,11,4/11/25,ADTxGCT,10,GCT,5,4/17/25,,6,19.2,
DB357,M,19.5,12,4/11/25,BLT,10,BLT,1,4/15/25,,4,5.28,
DB357,M,19.5,12,4/11/25,BLT,10,BLT,2,4/15/25,,4,2.97,
DB357,M,19.5,12,4/11/25,BLT,10,BLT,3,4/15/25,,4,2.73,
DB357,M,19.5,12,4/11/25,BLT,10,BLT,4,4/15/25,,4,3.02,
DB357,M,19.5,12,4/11/25,BLT,10,BLT,5,4/15/25,,4,5.64,
DB357,M,19.5,12,4/11/25,BLT,10,BLT,6,4/16/25,,5,4.96,
DB357,M,19.5,12,4/11/25,BLT,10,BLT,7,4/16/25,,5,4.84,
DB357,M,19.5,12,4/11/25,BLT,10,BLT,8,,1,,,TICK FOUND DEAD IN CAPSULE
DB357,M,19.5,12,4/11/25,BLT,10,BLT,9,,1,,,TICK FOUND DEAD IN CAPSULE
DB357,M,19.5,12,4/11/25,BLT,10,BLT,10,,1,,,TICK FOUND DEAD IN CAPSULE
DB339,M,26.1,12,4/11/25,ADT,10,ADT,1,4/15/25,,4,15.78,
DB339,M,26.1,12,4/11/25,ADT,10,ADT,2,4/15/25,,4,19.87,
DB339,M,26.1,12,4/11/25,ADT,10,ADT,3,4/15/25,,4,15.67,
DB339,M,26.1,12,4/11/25,ADT,10,ADT,4,4/15/25,,4,15.2,
DB339,M,26.1,12,4/11/25,ADT,10,ADT,5,4/15/25,,4,11.44,
DB339,M,26.1,12,4/11/25,ADT,10,ADT,6,4/16/25,,5,17.21,
DB339,M,26.1,12,4/11/25,ADT,10,ADT,7,4/16/25,,5,13.28,
DB339,M,26.1,12,4/11/25,ADT,10,ADT,8,4/16/25,,5,19.12,
DB339,M,26.1,12,4/11/25,ADT,10,ADT,9,4/16/25,,5,17.59,
DB339,M,26.1,12,4/11/25,ADT,10,ADT,10,,1,,,TICK FOUND DEAD IN CAPSULE
DB340,M,16,12,4/11/25,GCT,10,GCT,1,4/17/25,,6,19.53,
DB340,M,16,12,4/11/25,GCT,10,GCT,2,4/17/25,,6,20.64,
DB340,M,16,12,4/11/25,GCT,10,GCT,3,4/17/25,,6,18.76,
DB340,M,16,12,4/11/25,GCT,10,GCT,4,4/17/25,,6,18.22,
DB340,M,16,12,4/11/25,GCT,10,GCT,5,4/17/25,,6,17.88,
DB340,M,16,12,4/11/25,GCT,10,GCT,6,4/17/25,,6,21.26,
DB340,M,16,12,4/11/25,GCT,10,GCT,7,4/17/25,,6,16.76,
DB340,M,16,12,4/11/25,GCT,10,GCT,8,4/18/25,,7,21.93,
DB340,M,16,12,4/11/25,GCT,10,GCT,9,4/18/25,,7,16.25,
DB340,M,16,12,4/11/25,GCT,10,GCT,10,4/18/25,,7,24.22,
DB341,M,18,12,4/11/25,BLTxADT,10,BLT,1,4/14/25,,3,4.47,
DB341,M,18,12,4/11/25,BLTxADT,10,BLT,2,4/16/25,,5,4.62,
DB341,M,18,12,4/11/25,BLTxADT,10,BLT,3,,1,,,TICK FOUND DEAD IN CAPSULE
DB341,M,18,12,4/11/25,BLTxADT,10,BLT,4,,1,,,TICK FOUND DEAD IN CAPSULE
DB341,M,18,12,4/11/25,BLTxADT,10,BLT,5,,1,,,TICK FOUND DEAD IN CAPSULE
DB341,M,18,12,4/11/25,BLTxADT,10,ADT,1,4/16/25,,5,14.99,
DB341,M,18,12,4/11/25,BLTxADT,10,ADT,2,4/16/25,,5,21.06,
DB341,M,18,12,4/11/25,BLTxADT,10,ADT,3,4/16/25,,5,14.2,
DB341,M,18,12,4/11/25,BLTxADT,10,ADT,4,4/16/25,,5,18.78,
DB341,M,18,12,4/11/25,BLTxADT,10,ADT,5,4/16/25,,5,12.33,
DB355,M,24,12,4/11/25,BLTxGCT,10,BLT,1,4/15/25,,4,2.5,
DB355,M,24,12,4/11/25,BLTxGCT,10,BLT,2,4/15/25,,4,2.24,
DB355,M,24,12,4/11/25,BLTxGCT,10,BLT,3,4/15/25,,4,2.62,
DB355,M,24,12,4/11/25,BLTxGCT,10,BLT,4,4/17/25,,6,5.83,
DB355,M,24,12,4/11/25,BLTxGCT,10,BLT,5,,1,,,TICK FOUND DEAD IN CAPSULE
DB355,M,24,12,4/11/25,BLTxGCT,10,GCT,1,4/17/25,,6,21.8,
DB355,M,24,12,4/11/25,BLTxGCT,10,GCT,2,4/17/25,,6,17.66,
DB355,M,24,12,4/11/25,BLTxGCT,10,GCT,3,4/17/25,,6,22.74,
DB355,M,24,12,4/11/25,BLTxGCT,10,GCT,4,4/18/25,,7,27.33,
DB355,M,24,12,4/11/25,BLTxGCT,10,GCT,5,,1,,,TICK FOUND DEAD IN CAPSULE
DB356,M,18.3,12,4/11/25,ADTxGCT,10,ADT,1,4/15/25,,4,16.51,
DB356,M,18.3,12,4/11/25,ADTxGCT,10,ADT,2,4/17/25,,6,18.21,
DB356,M,18.3,12,4/11/25,ADTxGCT,10,ADT,3,4/16/25,,5,12.19,
DB356,M,18.3,12,4/11/25,ADTxGCT,10,ADT,4,4/16/25,,5,19.01,
DB356,M,18.3,12,4/11/25,ADTxGCT,10,ADT,5,4/16/25,,5,11.35,
DB356,M,18.3,12,4/11/25,ADTxGCT,10,GCT,1,4/17/25,,6,17.72,
DB356,M,18.3,12,4/11/25,ADTxGCT,10,GCT,2,4/18/25,,7,18.71,
DB356,M,18.3,12,4/11/25,ADTxGCT,10,GCT,3,4/18/25,,7,28.59,
DB356,M,18.3,12,4/11/25,ADTxGCT,10,GCT,4,4/18/25,,7,20.16,
DB356,M,18.3,12,4/11/25,ADTxGCT,10,GCT,5,4/18/25,,7,18.56,
BK96,F,18.2,13,4/18/25,BLT,10,BLT,1,4/21/25,,3,5.38,
BK96,F,18.2,13,4/18/25,BLT,10,BLT,2,4/21/25,,3,2.56,
BK96,F,18.2,13,4/18/25,BLT,10,BLT,3,4/21/25,,3,2.89,
BK96,F,18.2,13,4/18/25,BLT,10,BLT,4,4/22/25,,4,2.93,
BK96,F,18.2,13,4/18/25,BLT,10,BLT,5,4/22/25,,4,2.35,
BK96,F,18.2,13,4/18/25,BLT,10,BLT,6,4/22/25,,4,2.15,
BK96,F,18.2,13,4/18/25,BLT,10,BLT,7,4/22/25,,4,3.78,
BK96,F,18.2,13,4/18/25,BLT,10,BLT,8,4/22/25,,4,4.73,
BK96,F,18.2,13,4/18/25,BLT,10,BLT,9,4/22/25,,4,4.52,
BK96,F,18.2,13,4/18/25,BLT,10,BLT,10,4/22/25,,4,2.02,
BK105,F,20.1,13,4/18/25,ADT,10,ADT,1,4/22/25,,4,21.68,
BK105,F,20.1,13,4/18/25,ADT,10,ADT,2,4/22/25,,4,14.3,
BK105,F,20.1,13,4/18/25,ADT,10,ADT,3,4/23/25,,5,14.36,
BK105,F,20.1,13,4/18/25,ADT,10,ADT,4,4/23/25,,5,18.94,
BK105,F,20.1,13,4/18/25,ADT,10,ADT,5,4/23/25,,5,16.85,
BK105,F,20.1,13,4/18/25,ADT,10,ADT,6,4/23/25,,5,20.73,
BK105,F,20.1,13,4/18/25,ADT,10,ADT,7,4/23/25,,5,16.79,
BK105,F,20.1,13,4/18/25,ADT,10,ADT,8,4/23/25,,5,13.84,
BK105,F,20.1,13,4/18/25,ADT,10,ADT,9,4/24/25,,6,10.24,
BK105,F,20.1,13,4/18/25,ADT,10,ADT,10,4/24/25,,6,12.27,
BK94,F,17.9,13,4/18/25,GCT,10,GCT,1,4/23/25,,5,19.96,
BK94,F,17.9,13,4/18/25,GCT,10,GCT,2,4/24/25,,6,11.86,
BK94,F,17.9,13,4/18/25,GCT,10,GCT,3,4/24/25,,6,11.25,
BK94,F,17.9,13,4/18/25,GCT,10,GCT,4,4/24/25,,6,19.83,
BK94,F,17.9,13,4/18/25,GCT,10,GCT,5,4/24/25,,6,21.32,
BK94,F,17.9,13,4/18/25,GCT,10,GCT,6,4/24/25,,6,18.41,
BK94,F,17.9,13,4/18/25,GCT,10,GCT,7,4/24/25,,6,21.72,
BK94,F,17.9,13,4/18/25,GCT,10,GCT,8,4/24/25,,6,17.9,
BK94,F,17.9,13,4/18/25,GCT,10,GCT,9,,1,,,TICK FOUND DEAD IN CAPSULE
BK94,F,17.9,13,4/18/25,GCT,10,GCT,10,,1,,,TICK FOUND DEAD IN CAPSULE
BK106,F,21.2,13,4/18/25,BLTxADT,10,BLT,1,4/22/25,,4,5.15,
BK106,F,21.2,13,4/18/25,BLTxADT,10,BLT,2,4/22/25,,4,1.9,
BK106,F,21.2,13,4/18/25,BLTxADT,10,BLT,3,4/22/25,,4,5.57,
BK106,F,21.2,13,4/18/25,BLTxADT,10,BLT,4,4/22/25,,4,2.41,
BK106,F,21.2,13,4/18/25,BLTxADT,10,BLT,5,4/23/25,,5,4.16,
BK106,F,21.2,13,4/18/25,BLTxADT,10,ADT,1,4/22/25,,4,17.42,
BK106,F,21.2,13,4/18/25,BLTxADT,10,ADT,2,4/23/25,,5,16.15,
BK106,F,21.2,13,4/18/25,BLTxADT,10,ADT,3,4/23/25,,5,17.01,
BK106,F,21.2,13,4/18/25,BLTxADT,10,ADT,4,4/23/25,,5,18.75,
BK106,F,21.2,13,4/18/25,BLTxADT,10,ADT,5,4/23/25,,5,15.28,
BK104,F,21.4,13,4/18/25,BLTxGCT,10,BLT,1,4/21/25,,3,2.91,
BK104,F,21.4,13,4/18/25,BLTxGCT,10,BLT,2,4/22/25,,4,4.78,
BK104,F,21.4,13,4/18/25,BLTxGCT,10,BLT,3,4/22/25,,4,2.91,
BK104,F,21.4,13,4/18/25,BLTxGCT,10,BLT,4,,1,,,
BK104,F,21.4,13,4/18/25,BLTxGCT,10,BLT,5,,1,,,
BK104,F,21.4,13,4/18/25,BLTxGCT,10,GCT,1,4/25/25,,7,18.63,
BK104,F,21.4,13,4/18/25,BLTxGCT,10,GCT,2,4/25/25,,7,21.37,
BK104,F,21.4,13,4/18/25,BLTxGCT,10,GCT,3,4/25/25,,7,21.04,
BK104,F,21.4,13,4/18/25,BLTxGCT,10,GCT,4,4/24/25,,6,25.2,
BK104,F,21.4,13,4/18/25,BLTxGCT,10,GCT,5,4/24/25,,6,21.94,
BK95,F,18.5,13,4/18/25,ADTxGCT,10,ADT,1,4/22/25,,4,16.59,
BK95,F,18.5,13,4/18/25,ADTxGCT,10,ADT,2,4/23/25,,5,15.78,
BK95,F,18.5,13,4/18/25,ADTxGCT,10,ADT,3,4/23/25,,5,10.64,
BK95,F,18.5,13,4/18/25,ADTxGCT,10,ADT,4,4/23/25,,5,15.02,
BK95,F,18.5,13,4/18/25,ADTxGCT,10,ADT,5,4/23/25,,5,13.5,
BK95,F,18.5,13,4/18/25,ADTxGCT,10,GCT,1,4/25/25,,7,25.27,
BK95,F,18.5,13,4/18/25,ADTxGCT,10,GCT,2,4/25/25,,7,23.05,
BK95,F,18.5,13,4/18/25,ADTxGCT,10,GCT,3,4/24/25,,6,21.17,
BK95,F,18.5,13,4/18/25,ADTxGCT,10,GCT,4,4/24/25,,6,25.61,
BK95,F,18.5,13,4/18/25,ADTxGCT,10,GCT,5,4/24/25,,6,17.36,
DB346,M,20.8,14,4/18/25,BLT,10,BLT,1,4/21/25,,3,2.94,
DB346,M,20.8,14,4/18/25,BLT,10,BLT,2,4/22/25,,4,2.55,
DB346,M,20.8,14,4/18/25,BLT,10,BLT,3,4/22/25,,4,4.09,
DB346,M,20.8,14,4/18/25,BLT,10,BLT,4,4/22/25,,4,5.31,
DB346,M,20.8,14,4/18/25,BLT,10,BLT,5,4/22/25,,4,5.54,
DB346,M,20.8,14,4/18/25,BLT,10,BLT,6,4/22/25,,4,4.58,
DB346,M,20.8,14,4/18/25,BLT,10,BLT,7,4/22/25,,4,2.33,
DB346,M,20.8,14,4/18/25,BLT,10,BLT,8,4/23/25,,5,4.4,
DB346,M,20.8,14,4/18/25,BLT,10,BLT,9,4/23/25,,5,4.65,
DB346,M,20.8,14,4/18/25,BLT,10,BLT,10,4/23/25,,5,4.43,
DB358,M,30.1,14,4/18/25,ADT,10,ADT,1,4/22/25,,4,15.32,
DB358,M,30.1,14,4/18/25,ADT,10,ADT,2,4/22/25,,4,9.91,
DB358,M,30.1,14,4/18/25,ADT,10,ADT,3,4/23/25,,5,11.14,
DB358,M,30.1,14,4/18/25,ADT,10,ADT,4,4/23/25,,5,19.16,
DB358,M,30.1,14,4/18/25,ADT,10,ADT,5,4/23/25,,5,17.07,
DB358,M,30.1,14,4/18/25,ADT,10,ADT,6,4/23/25,,5,18.12,
DB358,M,30.1,14,4/18/25,ADT,10,ADT,7,4/23/25,,5,15.25,
DB358,M,30.1,14,4/18/25,ADT,10,ADT,8,4/23/25,,5,17.31,
DB358,M,30.1,14,4/18/25,ADT,10,ADT,9,4/23/25,,5,17.22,
DB358,M,30.1,14,4/18/25,ADT,10,ADT,10,4/23/25,,5,20.47,
DB347,M,17.6,14,4/18/25,GCT,10,GCT,1,4/25/25,,7,20.07,
DB347,M,17.6,14,4/18/25,GCT,10,GCT,2,4/25/25,,7,16.87,
DB347,M,17.6,14,4/18/25,GCT,10,GCT,3,4/25/25,,7,12.77,
DB347,M,17.6,14,4/18/25,GCT,10,GCT,4,4/24/25,,6,21.99,
DB347,M,17.6,14,4/18/25,GCT,10,GCT,5,4/24/25,,6,11.99,
DB347,M,17.6,14,4/18/25,GCT,10,GCT,6,4/24/25,,6,13.29,
DB347,M,17.6,14,4/18/25,GCT,10,GCT,7,4/24/25,,6,18.31,
DB347,M,17.6,14,4/18/25,GCT,10,GCT,8,4/24/25,,6,17.81,
DB347,M,17.6,14,4/18/25,GCT,10,GCT,9,4/24/25,,6,20.7,
DB347,M,17.6,14,4/18/25,GCT,10,GCT,10,4/24/25,,6,13.1,
DB338,M,18.3,14,4/18/25,BLTxADT,10,BLT,1,4/21/25,,3,2.7,
DB338,M,18.3,14,4/18/25,BLTxADT,10,BLT,2,4/22/25,,4,2.95,
DB338,M,18.3,14,4/18/25,BLTxADT,10,BLT,3,4/22/25,,4,2.01,
DB338,M,18.3,14,4/18/25,BLTxADT,10,BLT,4,4/23/25,,5,2.37,
DB338,M,18.3,14,4/18/25,BLTxADT,10,BLT,5,,1,,,
DB338,M,18.3,14,4/18/25,BLTxADT,10,ADT,1,4/22/25,,4,12.76,
DB338,M,18.3,14,4/18/25,BLTxADT,10,ADT,2,4/23/25,,5,11.47,
DB338,M,18.3,14,4/18/25,BLTxADT,10,ADT,3,4/23/25,,5,11.89,
DB338,M,18.3,14,4/18/25,BLTxADT,10,ADT,4,4/23/25,,5,17.69,
DB338,M,18.3,14,4/18/25,BLTxADT,10,ADT,5,4/23/25,,5,20.36,
DB337,M,19.9,14,4/18/25,BLTxGCT,10,BLT,1,4/22/25,,4,5.54,
DB337,M,19.9,14,4/18/25,BLTxGCT,10,BLT,2,4/22/25,,4,2.67,
DB337,M,19.9,14,4/18/25,BLTxGCT,10,BLT,3,4/22/25,,4,2.88,
DB337,M,19.9,14,4/18/25,BLTxGCT,10,BLT,4,4/22/25,,4,2.51,
DB337,M,19.9,14,4/18/25,BLTxGCT,10,BLT,5,,1,,,
DB337,M,19.9,14,4/18/25,BLTxGCT,10,GCT,1,4/25/25,,7,16.73,
DB337,M,19.9,14,4/18/25,BLTxGCT,10,GCT,2,4/25/25,,7,16.79,
DB337,M,19.9,14,4/18/25,BLTxGCT,10,GCT,3,4/25/25,,7,20.2,
DB337,M,19.9,14,4/18/25,BLTxGCT,10,GCT,4,4/25/25,,7,21.08,
DB337,M,19.9,14,4/18/25,BLTxGCT,10,GCT,5,4/25/25,,7,21.1,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,ADT,1,4/23/25,,5,18.25,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,ADT,2,4/23/25,,5,15.56,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,ADT,3,4/23/25,,5,18.68,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,ADT,4,4/23/25,,5,12.12,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,ADT,5,,1,,,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,GCT,1,4/25/25,,7,17.18,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,GCT,2,4/25/25,,7,13.69,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,GCT,3,4/24/25,,6,16.08,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,GCT,4,4/24/25,,6,22.23,
DB359,M,34.8,14,4/18/25,ADTxGCT,10,GCT,5,4/24/25,,6,13.86,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,